monster_1,monster_2,win_pct_1,win_pct_2,underdog_pct
Constrictor Snake,Giant Sea Horse,57.4,42.6,42.6
Dire Wolf,Green Dragon Wyrmling,57.4,42.6,42.6
Dust Mephit,Elk,57.4,42.6,42.6
Earth Elemental,Lich,42.6,57.4,42.6
Efreeti,Frost Giant,42.6,57.4,42.6
Ghost,Silver Dragon Wyrmling,57.4,42.6,42.6
Giant Boar,Green Dragon Wyrmling,57.4,42.6,42.6
Giant Eagle,Swarm of Spiders,57.4,42.6,42.6
Grick,Tiger,42.6,57.4,42.6
Manticore,Saber-Toothed Tiger,57.4,42.6,42.6
Satyr,Swarm of Insects,57.4,42.6,42.6
Stone Giant,Young Blue Dragon,42.6,57.4,42.6
Swarm of Centipedes,Swarm of Spiders,57.4,42.6,42.6
Aboleth,Lich,42.5,57.5,42.5
Bearded Devil,"Werewolf, Hybrid Form",57.5,42.5,42.5
Crocodile,Giant Goat,57.5,42.5,42.5
Dire Wolf,Doppelganger,42.5,57.5,42.5
Draft Horse,Mage,42.5,57.5,42.5
Ettin,Wraith,42.5,57.5,42.5
Giant Frog,Zombie,57.5,42.5,42.5
Minotaur,Rakshasa,57.5,42.5,42.5
Rust Monster,Swarm of Insects,42.5,57.5,42.5
Adult Black Dragon,Cloud Giant,57.6,42.4,42.4
Ankheg,Centaur,57.6,42.4,42.4
Assassin,Blue Dragon Wyrmling,57.6,42.4,42.4
Blink Dog,Giant Lizard,42.4,57.6,42.4
Brass Dragon Wyrmling,Lion,42.4,57.6,42.4
Bugbear,Merrow,42.4,57.6,42.4
Commoner,Eagle,42.4,57.6,42.4
Constrictor Snake,Giant Frog,57.6,42.4,42.4
Deep Gnome (Svirfneblin),Gnoll,57.6,42.4,42.4
Drow,Riding Horse,57.6,42.4,42.4
Elephant,Xorn,57.6,42.4,42.4
Giant Sea Horse,Giant Wasp,57.6,42.4,42.4
Mummy,Sea Hag,42.4,57.6,42.4
Shadow,"Wererat, Rat Form",57.6,42.4,42.4
Swarm of Insects,Swarm of Spiders,57.6,42.4,42.4
Swarm of Poisonous Snakes,White Dragon Wyrmling,57.6,42.4,42.4
Swarm of Ravens,Thug,57.6,42.4,42.4
Swarm of Ravens,Warhorse,42.4,57.6,42.4
Young Black Dragon,Young White Dragon,57.6,42.4,42.4
Acolyte,Kobold,42.3,57.7,42.3
Adult Copper Dragon,Stone Golem,57.7,42.3,42.3
Azer,Bugbear,57.7,42.3,42.3
Blood Hawk,Boar,42.3,57.7,42.3
Bone Devil,Hydra,42.3,57.7,42.3
Bulette,Giant Ape,57.7,42.3,42.3
Deep Gnome (Svirfneblin),Giant Vulture,57.7,42.3,42.3
Deep Gnome (Svirfneblin),Thug,42.3,57.7,42.3
Deer,Vulture,57.7,42.3,42.3
Deva,Xorn,57.7,42.3,42.3
Draft Horse,Swarm of Spiders,42.3,57.7,42.3
Half-Red Dragon Veteran,Owlbear,42.3,57.7,42.3
Harpy,Mage,57.7,42.3,42.3
Hezrou,Lich,42.3,57.7,42.3
Magma Mephit,Wolf,42.3,57.7,42.3
Merrow,Mimic,57.7,42.3,42.3
Orc,Swarm of Ravens,57.7,42.3,42.3
Scout,Swarm of Rats,42.3,57.7,42.3
Azer,Will-o'-Wisp,57.8,42.2,42.2
Blood Hawk,Pseudodragon,57.8,42.2,42.2
Bulette,Gorgon,57.8,42.2,42.2
Deep Gnome (Svirfneblin),Swarm of Ravens,42.2,57.8,42.2
Dust Mephit,Wolf,57.8,42.2,42.2
Giant Crab,Gray Ooze,57.8,42.2,42.2
Giant Wolf Spider,Goblin,57.8,42.2,42.2
Giant Wolf Spider,Ice Mephit,42.2,57.8,42.2
Imp,Riding Horse,42.2,57.8,42.2
Lamia,Rakshasa,42.2,57.8,42.2
Magmin,Wolf,57.8,42.2,42.2
Polar Bear,Salamander,57.8,42.2,42.2
Black Dragon Wyrmling,Green Dragon Wyrmling,42.1,57.9,42.1
Black Pudding,Bugbear,57.9,42.1,42.1
Erinyes,Young Bronze Dragon,42.1,57.9,42.1
Giant Rat (Diseased),Mule,57.9,42.1,42.1
Green Hag,Xorn,42.1,57.9,42.1
Orc,Rust Monster,57.9,42.1,42.1
Adult Blue Dragon,Fire Giant,58.0,42.0,42.0
Cloaker,Ogre Zombie,58.0,42.0,42.0
Constrictor Snake,Giant Crab,58.0,42.0,42.0
Deep Gnome (Svirfneblin),Lizardfolk,58.0,42.0,42.0
Elk,Wolf,58.0,42.0,42.0
Flesh Golem,Red Dragon Wyrmling,58.0,42.0,42.0
Ghost,"Weretiger, Human Form",42.0,58.0,42.0
Giant Constrictor Snake,Silver Dragon Wyrmling,58.0,42.0,42.0
Giant Sea Horse,Magmin,58.0,42.0,42.0
Glabrezu,Stone Giant,58.0,42.0,42.0
Lion,Satyr,58.0,42.0,42.0
Silver Dragon Wyrmling,"Weretiger, Human Form",42.0,58.0,42.0
Swarm of Insects,Warhorse,58.0,42.0,42.0
Black Bear,Cult Fanatic,41.9,58.1,41.9
Cockatrice,Skeleton,58.1,41.9,41.9
Crocodile,Deep Gnome (Svirfneblin),58.1,41.9,41.9
Crocodile,Reef Shark,58.1,41.9,41.9
Flying Sword,Giant Owl,58.1,41.9,41.9
Ghast,Hell Hound,41.9,58.1,41.9
Giant Hyena,Green Dragon Wyrmling,58.1,41.9,41.9
Noble,Wolf,41.9,58.1,41.9
Specter,Worg,41.9,58.1,41.9
Aboleth,Gynosphinx,41.8,58.2,41.8
Ankheg,Polar Bear,58.2,41.8,41.8
Ape,Deep Gnome (Svirfneblin),58.2,41.8,41.8
Bandit Captain,Sea Hag,41.8,58.2,41.8
Black Dragon Wyrmling,Dire Wolf,41.8,58.2,41.8
Blue Dragon Wyrmling,Vampire Spawn,41.8,58.2,41.8
Bronze Dragon Wyrmling,Polar Bear,41.8,58.2,41.8
Brown Bear,Swarm of Poisonous Snakes,41.8,58.2,41.8
Ghoul,Warhorse,41.8,58.2,41.8
Giant Centipede,Kobold,58.2,41.8,41.8
Giant Crab,Giant Frog,58.2,41.8,41.8
Giant Wolf Spider,Magmin,41.8,58.2,41.8
Green Dragon Wyrmling,Will-o'-Wisp,58.2,41.8,41.8
Pegasus,Silver Dragon Wyrmling,58.2,41.8,41.8
Adult Red Dragon,Roc,41.7,58.3,41.7
Awakened Shrub,Giant Fire Beetle,58.3,41.7,41.7
Awakened Tree,Cloaker,58.3,41.7,41.7
Axe Beak,Darkmantle,41.7,58.3,41.7
Basilisk,Manticore,41.7,58.3,41.7
Black Bear,Swarm of Bats,41.7,58.3,41.7
Black Dragon Wyrmling,Giant Boar,41.7,58.3,41.7
Black Dragon Wyrmling,"Werewolf, Hybrid Form",58.3,41.7,41.7
Blink Dog,Drow,58.3,41.7,41.7
Brass Dragon Wyrmling,Mage,41.7,58.3,41.7
Couatl,Xorn,58.3,41.7,41.7
Cult Fanatic,Deep Gnome (Svirfneblin),41.7,58.3,41.7
Deep Gnome (Svirfneblin),Giant Bat,58.3,41.7,41.7
Dust Mephit,Riding Horse,41.7,58.3,41.7
Ettercap,White Dragon Wyrmling,41.7,58.3,41.7
Ettercap,Worg,58.3,41.7,41.7
Gelatinous Cube,Manticore,58.3,41.7,41.7
Gelatinous Cube,"Wereboar, Human Form",41.7,58.3,41.7
Giant Owl,Gnoll,58.3,41.7,41.7
Hippogriff,Lion,41.7,58.3,41.7
Hippogriff,Warhorse,41.7,58.3,41.7
Ice Devil,Stone Giant,58.3,41.7,41.7
Medusa,Pegasus,58.3,41.7,41.7
Reef Shark,Shadow,58.3,41.7,41.7
Swarm of Beetles,Swarm of Wasps,58.3,41.7,41.7
Swarm of Poisonous Snakes,Tiger,58.3,41.7,41.7
Adult Copper Dragon,Adult White Dragon,41.6,58.4,41.6
Adult Copper Dragon,Androsphinx,41.6,58.4,41.6
Blue Dragon Wyrmling,Hunter Shark,58.4,41.6,41.6
Boar,Dretch,41.6,58.4,41.6
Bronze Dragon Wyrmling,Green Dragon Wyrmling,58.4,41.6,41.6
Brown Bear,Grick,58.4,41.6,41.6
Drow,Giant Lizard,41.6,58.4,41.6
Erinyes,Treant,41.6,58.4,41.6
Giant Boar,Salamander,41.6,58.4,41.6
Giant Owl,Lizardfolk,58.4,41.6,41.6
Minotaur,Wraith,58.4,41.6,41.6
Nalfeshnee,Roc,41.6,58.4,41.6
Pegasus,"Wereboar, Human Form",58.4,41.6,41.6
Rust Monster,Swarm of Centipedes,41.6,58.4,41.6
Vrock,Wraith,41.6,58.4,41.6
Azer,Bearded Devil,58.5,41.5,41.5
Bearded Devil,"Werewolf, Wolf Form",58.5,41.5,41.5
Deep Gnome (Svirfneblin),Swarm of Insects,41.5,58.5,41.5
Drider,Silver Dragon Wyrmling,41.5,58.5,41.5
Ettin,Rakshasa,41.5,58.5,41.5
Giant Elk,Veteran,58.5,41.5,41.5
Giant Shark,Stone Giant,41.5,58.5,41.5
Gibbering Mouther,Spirit Naga,41.5,58.5,41.5
Rust Monster,Swarm of Wasps,41.5,58.5,41.5
Blue Dragon Wyrmling,"Weretiger, Human Form",41.4,58.6,41.4
Bronze Dragon Wyrmling,Doppelganger,41.4,58.6,41.4
Bronze Dragon Wyrmling,Swarm of Quippers,58.6,41.4,41.4
Giant Wolf Spider,Imp,41.4,58.6,41.4
Noble,Pony,58.6,41.4,41.4
Specter,Warhorse Skeleton,41.4,58.6,41.4
Animated Armor,Worg,58.7,41.3,41.3
Ape,Lizardfolk,58.7,41.3,41.3
Awakened Tree,Gold Dragon Wyrmling,58.7,41.3,41.3
Axe Beak,Giant Goat,41.3,58.7,41.3
Azer,Hell Hound,41.3,58.7,41.3
Bandit Captain,Manticore,41.3,58.7,41.3
Crocodile,Shadow,58.7,41.3,41.3
Dretch,Pony,41.3,58.7,41.3
Ettin,Vrock,58.7,41.3,41.3
Giant Owl,Shadow,58.7,41.3,41.3
Gnoll,"Wererat, Hybrid Form",41.3,58.7,41.3
Gray Ooze,Magmin,58.7,41.3,41.3
Gray Ooze,Zombie,58.7,41.3,41.3
Grick,Swarm of Poisonous Snakes,41.3,58.7,41.3
Ogre Zombie,Winter Wolf,58.7,41.3,41.3
Swarm of Centipedes,Warhorse,58.7,41.3,41.3
Tiger,"Werewolf, Hybrid Form",41.3,58.7,41.3
Ancient Black Dragon,Dragon Turtle,58.8,41.2,41.2
Bandit,Grimlock,41.2,58.8,41.2
Darkmantle,Reef Shark,58.8,41.2,41.2
Giant Octopus,Salamander,58.8,41.2,41.2
Giant Sea Horse,Riding Horse,41.2,58.8,41.2
Giant Weasel,Sahuagin,41.2,58.8,41.2
Gnoll,Spy,41.2,58.8,41.2
Hippogriff,Swarm of Wasps,41.2,58.8,41.2
Polar Bear,Succubus/Incubus,41.2,58.8,41.2
Animated Armor,Ettercap,58.9,41.1,41.1
Barbed Devil,Gold Dragon Wyrmling,58.9,41.1,41.1
Giant Badger,Noble,41.1,58.9,41.1
Giant Eagle,Swarm of Centipedes,58.9,41.1,41.1
Giant Frog,Magma Mephit,58.9,41.1,41.1
Gnoll,"Wererat, Rat Form",41.1,58.9,41.1
Swarm of Rats,"Wererat, Hybrid Form",41.1,58.9,41.1
White Dragon Wyrmling,Will-o'-Wisp,41.1,58.9,41.1
Androsphinx,Behir,59.0,41.0,41.0
Awakened Tree,Winter Wolf,59.0,41.0,41.0
Berserker,Medusa,41.0,59.0,41.0
Gynosphinx,Triceratops,59.0,41.0,41.0
Ogre Zombie,"Weretiger, Hybrid Form",41.0,59.0,41.0
Swarm of Spiders,Swarm of Wasps,59.0,41.0,41.0
Warhorse,Worg,41.0,59.0,41.0
Bandit Captain,Gelatinous Cube,40.9,59.1,40.9
Bearded Devil,Giant Boar,40.9,59.1,40.9
Brass Dragon Wyrmling,Death Dog,40.9,59.1,40.9
Chimera,Xorn,40.9,59.1,40.9
Dire Wolf,Salamander,40.9,59.1,40.9
Dretch,Imp,40.9,59.1,40.9
Elephant,Guardian Naga,40.9,59.1,40.9
Gelatinous Cube,Ghost,40.9,59.1,40.9
Giant Ape,Glabrezu,59.1,40.9,40.9
Giant Constrictor Snake,"Weretiger, Human Form",40.9,59.1,40.9
Giant Octopus,Succubus/Incubus,40.9,59.1,40.9
Giant Rat (Diseased),Steam Mephit,40.9,59.1,40.9
Giant Sea Horse,Panther,59.1,40.9,40.9
Giant Vulture,Gnoll,59.1,40.9,40.9
Giant Vulture,Rust Monster,40.9,59.1,40.9
Grick,White Dragon Wyrmling,40.9,59.1,40.9
Lamia,"Werebear, Human Form",59.1,40.9,40.9
Water Elemental,"Werebear, Bear Form",40.9,59.1,40.9
Chimera,Couatl,40.8,59.2,40.8
Clay Golem,Young Copper Dragon,59.2,40.8,40.8
Dryad,Violet Fungus,59.2,40.8,40.8
Erinyes,Gorgon,40.8,59.2,40.8
Gelatinous Cube,Silver Dragon Wyrmling,40.8,59.2,40.8
Giant Crab,Magma Mephit,59.2,40.8,40.8
Giant Wasp,Gray Ooze,59.2,40.8,40.8
Hobgoblin,Reef Shark,40.8,59.2,40.8
Hunter Shark,"Wereboar, Boar Form",40.8,59.2,40.8
Iron Golem,Nalfeshnee,59.2,40.8,40.8
Panther,Scout,40.8,59.2,40.8
Phase Spider,Wight,40.8,59.2,40.8
Satyr,Swarm of Beetles,59.2,40.8,40.8
Air Elemental,Xorn,59.3,40.7,40.7
Axe Beak,Orc,40.7,59.3,40.7
Deva,"Vampire, Bat Form",40.7,59.3,40.7
Duergar,Ochre Jelly,40.7,59.3,40.7
Giant Crocodile,Hill Giant,59.3,40.7,40.7
Giant Lizard,Swarm of Rats,59.3,40.7,40.7
Ice Mephit,Pony,59.3,40.7,40.7
Lion,Phase Spider,40.7,59.3,40.7
Centaur,Giant Hyena,59.4,40.6,40.6
Constrictor Snake,Panther,59.4,40.6,40.6
Cult Fanatic,Lizardfolk,40.6,59.4,40.6
Cultist,Mule,59.4,40.6,40.6
Darkmantle,Flying Sword,59.4,40.6,40.6
Death Dog,Warhorse,59.4,40.6,40.6
Air Elemental,Guardian Naga,40.5,59.5,40.5
Animated Armor,Black Dragon Wyrmling,40.5,59.5,40.5
Balor,Remorhaz,59.5,40.5,40.5
Constrictor Snake,Giant Poisonous Snake,40.5,59.5,40.5
Gargoyle,White Dragon Wyrmling,59.5,40.5,40.5
Ghast,Giant Octopus,40.5,59.5,40.5
Ghost,Unicorn,40.5,59.5,40.5
Giant Goat,Swarm of Spiders,40.5,59.5,40.5
Ape,Gnoll,59.6,40.4,40.4
Boar,Giant Weasel,40.4,59.6,40.4
Copper Dragon Wyrmling,Specter,59.6,40.4,40.4
Giant Wasp,Priest,40.4,59.6,40.4
Goat,Mastiff,40.4,59.6,40.4
Lizardfolk,Swarm of Ravens,40.4,59.6,40.4
Magmin,Sahuagin,59.6,40.4,40.4
Adult Gold Dragon,Roc,40.3,59.7,40.3
Ankheg,Giant Hyena,59.7,40.3,40.3
Bandit Captain,Basilisk,59.7,40.3,40.3
Drow,Shadow,40.3,59.7,40.3
Dryad,Quasit,59.7,40.3,40.3
Giant Weasel,Imp,59.7,40.3,40.3
Green Dragon Wyrmling,Polar Bear,40.3,59.7,40.3
Medusa,Owlbear,40.3,59.7,40.3
Minotaur Skeleton,Vrock,40.3,59.7,40.3
Ochre Jelly,Worg,59.7,40.3,40.3
Swarm of Centipedes,Swarm of Wasps,59.7,40.3,40.3
Wraith,Xorn,40.3,59.7,40.3
Adult Brass Dragon,Young Red Dragon,59.8,40.2,40.2
Air Elemental,Deva,59.8,40.2,40.2
Ancient Brass Dragon,Solar,40.2,59.8,40.2
Ankheg,Hell Hound,59.8,40.2,40.2
Blink Dog,Scout,59.8,40.2,40.2
Blink Dog,Swarm of Rats,40.2,59.8,40.2
Cult Fanatic,Giant Bat,40.2,59.8,40.2
Duergar,Worg,40.2,59.8,40.2
Fire Elemental,Plesiosaurus,59.8,40.2,40.2
Flying Sword,Swarm of Wasps,40.2,59.8,40.2
Ghoul,Specter,40.2,59.8,40.2
Giant Goat,"Wererat, Rat Form",59.8,40.2,40.2
Giant Hyena,Merrow,59.8,40.2,40.2
Gold Dragon Wyrmling,Knight,59.8,40.2,40.2
Lich,Young White Dragon,59.8,40.2,40.2
Stone Golem,Tyrannosaurus Rex,59.8,40.2,40.2
Warhorse Skeleton,Worg,59.8,40.2,40.2
"Werebear, Bear Form","Werebear, Hybrid Form",59.8,40.2,40.2
Aboleth,Clay Golem,59.9,40.1,40.1
Ape,Giant Bat,59.9,40.1,40.1
Bearded Devil,Black Pudding,40.1,59.9,40.1
Doppelganger,Giant Elk,40.1,59.9,40.1
Draft Horse,Duergar,40.1,59.9,40.1
Giant Crab,Zombie,59.9,40.1,40.1
Giant Lizard,Hippogriff,40.1,59.9,40.1
Giant Lizard,"Wererat, Hybrid Form",40.1,59.9,40.1
Gnoll,Orc,40.1,59.9,40.1
Adult Bronze Dragon,Planetar,40.0,60.0,40.0
Ankheg,Dire Wolf,60.0,40.0,40.0
Ankheg,Giant Boar,60.0,40.0,40.0
Ape,Giant Vulture,60.0,40.0,40.0
Awakened Shrub,Vulture,60.0,40.0,40.0
Bandit,Dryad,60.0,40.0,40.0
Basilisk,Sea Hag,40.0,60.0,40.0
Brass Dragon Wyrmling,Thug,60.0,40.0,40.0
Bugbear,Ghast,60.0,40.0,40.0
Bugbear,Giant Octopus,40.0,60.0,40.0
Chain Devil,Wyvern,60.0,40.0,40.0
Constrictor Snake,Gray Ooze,60.0,40.0,40.0
Constrictor Snake,Riding Horse,40.0,60.0,40.0
Death Dog,Lion,60.0,40.0,40.0
Deer,Hyena,40.0,60.0,40.0
Flying Sword,Swarm of Beetles,40.0,60.0,40.0
Giant Constrictor Snake,Spirit Naga,40.0,60.0,40.0
Giant Wasp,Riding Horse,40.0,60.0,40.0
Gray Ooze,Magma Mephit,60.0,40.0,40.0
Hobgoblin,Scout,60.0,40.0,40.0
Mummy Lord,Shield Guardian,60.0,40.0,40.0
Panther,Priest,40.0,60.0,40.0
Vampire Spawn,"Weretiger, Human Form",40.0,60.0,40.0
Black Dragon Wyrmling,Hell Hound,39.9,60.1,39.9
Constrictor Snake,Zombie,60.1,39.9,39.9
Drider,Saber-Toothed Tiger,60.1,39.9,39.9
Flying Sword,Lizardfolk,60.1,39.9,39.9
Giant Crab,Pony,60.1,39.9,39.9
Giant Owl,Reef Shark,60.1,39.9,39.9
Giant Weasel,Noble,60.1,39.9,39.9
Invisible Stalker,Lamia,39.9,60.1,39.9
Panther,Zombie,60.1,39.9,39.9
Assassin,Ogre,39.8,60.2,39.8
Azer,Black Dragon Wyrmling,60.2,39.8,39.8
Cult Fanatic,Giant Owl,39.8,60.2,39.8
Darkmantle,Deep Gnome (Svirfneblin),60.2,39.8,39.8
Dust Mephit,Magmin,60.2,39.8,39.8
Grick,Phase Spider,60.2,39.8,39.8
Minotaur Skeleton,Red Dragon Wyrmling,60.2,39.8,39.8
Ogre,Owlbear,60.2,39.8,39.8
Quasit,Steam Mephit,60.2,39.8,39.8
Adult Brass Dragon,Behir,39.7,60.3,39.7
Ape,Swarm of Ravens,39.7,60.3,39.7
Barbed Devil,Troll,60.3,39.7,39.7
Black Bear,Riding Horse,60.3,39.7,39.7
Black Dragon Wyrmling,Gargoyle,60.3,39.7,39.7
Black Dragon Wyrmling,Giant Hyena,39.7,60.3,39.7
Bronze Dragon Wyrmling,Giant Scorpion,60.3,39.7,39.7
Ghost,Pegasus,60.3,39.7,39.7
Giant Frog,Riding Horse,39.7,60.3,39.7
Giant Sea Horse,Imp,60.3,39.7,39.7
Hill Giant,Young Copper Dragon,39.7,60.3,39.7
Adult Brass Dragon,Young Gold Dragon,60.4,39.6,39.6
Ancient White Dragon,Solar,60.4,39.6,39.6
Blood Hawk,Giant Rat,60.4,39.6,39.6
Bronze Dragon Wyrmling,Salamander,39.6,60.4,39.6
Bugbear,Polar Bear,39.6,60.4,39.6
Chimera,Minotaur,60.4,39.6,39.6
Crocodile,Giant Owl,60.4,39.6,39.6
Djinni,Roper,39.6,60.4,39.6
Elk,Sahuagin,60.4,39.6,39.6
Fire Elemental,Invisible Stalker,39.6,60.4,39.6
Gelatinous Cube,Hunter Shark,60.4,39.6,39.6
Ghoul,Satyr,39.6,60.4,39.6
Giant Sea Horse,Priest,39.6,60.4,39.6
Gnoll,Hippogriff,39.6,60.4,39.6
Hippogriff,Orc,60.4,39.6,39.6
Hunter Shark,Vampire Spawn,39.6,60.4,39.6
Noble,Riding Horse,39.6,60.4,39.6
Ochre Jelly,Wight,60.4,39.6,39.6
Planetar,Purple Worm,60.4,39.6,39.6
Swarm of Beetles,Swarm of Centipedes,60.4,39.6,39.6
Swarm of Beetles,Swarm of Spiders,60.4,39.6,39.6
Ankheg,Merrow,60.5,39.5,39.5
Ape,Giant Lizard,60.5,39.5,39.5
Axe Beak,Reef Shark,39.5,60.5,39.5
Camel,Giant Rat,60.5,39.5,39.5
Cloaker,Plesiosaurus,39.5,60.5,39.5
Cockatrice,Dust Mephit,60.5,39.5,39.5
Copper Dragon Wyrmling,Ochre Jelly,39.5,60.5,39.5
Dire Wolf,Swarm of Quippers,60.5,39.5,39.5
Giant Constrictor Snake,Pegasus,60.5,39.5,39.5
Giant Lizard,Orc,39.5,60.5,39.5
Giant Poisonous Snake,Scout,60.5,39.5,39.5
Giant Sea Horse,Gray Ooze,60.5,39.5,39.5
Goblin,Panther,39.5,60.5,39.5
Magmin,Skeleton,60.5,39.5,39.5
Adult White Dragon,Androsphinx,60.6,39.4,39.4
Chimera,Wraith,60.6,39.4,39.4
Commoner,Stirge,39.4,60.6,39.4
Copper Dragon Wyrmling,Lion,60.6,39.4,39.4
Crocodile,Gnoll,60.6,39.4,39.4
Ettin,Gladiator,39.4,60.6,39.4
Giant Bat,Rust Monster,39.4,60.6,39.4
Giant Scorpion,Merrow,39.4,60.6,39.4
Giant Toad,Phase Spider,60.6,39.4,39.4
Knight,Nightmare,39.4,60.6,39.4
Lion,Swarm of Centipedes,60.6,39.4,39.4
Riding Horse,Scout,60.6,39.4,39.4
Centaur,Mummy,39.3,60.7,39.3
Clay Golem,Young Black Dragon,39.3,60.7,39.3
Cultist,Dretch,39.3,60.7,39.3
Deer,Giant Fire Beetle,60.7,39.3,39.3
Djinni,Giant Shark,39.3,60.7,39.3
Fire Elemental,Flesh Golem,60.7,39.3,39.3
Flying Sword,Giant Vulture,60.7,39.3,39.3
Giant Constrictor Snake,"Wereboar, Human Form",60.7,39.3,39.3
Giant Eagle,Giant Spider,39.3,60.7,39.3
Giant Vulture,Swarm of Rats,60.7,39.3,39.3
Giant Wasp,Hobgoblin,39.3,60.7,39.3
Green Hag,Wraith,60.7,39.3,39.3
Grimlock,Imp,60.7,39.3,39.3
Knight,Owlbear,60.7,39.3,39.3
Shadow,Swarm of Insects,39.3,60.7,39.3
"Werewolf, Hybrid Form",White Dragon Wyrmling,60.7,39.3,39.3
Black Dragon Wyrmling,"Werewolf, Wolf Form",60.8,39.2,39.2
Brass Dragon Wyrmling,Copper Dragon Wyrmling,39.2,60.8,39.2
Cloaker,Troll,60.8,39.2,39.2
Dire Wolf,Giant Scorpion,60.8,39.2,39.2
Draft Horse,Specter,39.2,60.8,39.2
Giant Owl,"Wererat, Human Form",39.2,60.8,39.2
Giant Poisonous Snake,Gnoll,39.2,60.8,39.2
Giant Scorpion,Polar Bear,39.2,60.8,39.2
Hell Hound,Salamander,39.2,60.8,39.2
Hunter Shark,Owlbear,39.2,60.8,39.2
Sea Hag,Silver Dragon Wyrmling,39.2,60.8,39.2
Water Elemental,"Werebear, Hybrid Form",39.2,60.8,39.2
Azer,Giant Hyena,39.1,60.9,39.1
Blue Dragon Wyrmling,Gibbering Mouther,60.9,39.1,39.1
Brass Dragon Wyrmling,Rust Monster,60.9,39.1,39.1
Constrictor Snake,Giant Wasp,60.9,39.1,39.1
Darkmantle,Giant Owl,60.9,39.1,39.1
Dire Wolf,Giant Boar,60.9,39.1,39.1
Duergar,Wight,39.1,60.9,39.1
Giant Crocodile,Shambling Mound,60.9,39.1,39.1
Kobold,Mastiff,60.9,39.1,39.1
Lion,Swarm of Spiders,60.9,39.1,39.1
Archmage,Centaur,61.0,39.0,39.0
Black Pudding,Will-o'-Wisp,61.0,39.0,39.0
Blink Dog,Riding Horse,61.0,39.0,39.0
Bulette,Treant,61.0,39.0,39.0
Centaur,Mimic,61.0,39.0,39.0
Doppelganger,Salamander,61.0,39.0,39.0
Gargoyle,Tiger,61.0,39.0,39.0
Giant Goat,Orc,61.0,39.0,39.0
Giant Hyena,Mimic,61.0,39.0,39.0
Giant Lizard,"Wererat, Rat Form",39.0,61.0,39.0
Goblin,Zombie,39.0,61.0,39.0
Gold Dragon Wyrmling,Unicorn,61.0,39.0,39.0
Hezrou,Young Black Dragon,39.0,61.0,39.0
Owlbear,"Wereboar, Boar Form",61.0,39.0,39.0
Swarm of Beetles,Swarm of Insects,61.0,39.0,39.0
Swarm of Centipedes,Swarm of Insects,61.0,39.0,39.0
Adult Silver Dragon,Nalfeshnee,61.1,38.9,38.9
Barbed Devil,Ogre Zombie,61.1,38.9,38.9
Black Pudding,Polar Bear,61.1,38.9,38.9
Death Dog,Swarm of Wasps,61.1,38.9,38.9
Giant Ape,Roper,61.1,38.9,38.9
Giant Goat,"Wererat, Hybrid Form",61.1,38.9,38.9
Guardian Naga,Killer Whale,61.1,38.9,38.9
Lion,Swarm of Beetles,61.1,38.9,38.9
Sahuagin,Zombie,61.1,38.9,38.9
Shadow,Swarm of Wasps,38.9,61.1,38.9
Bandit,Boar,61.2,38.8,38.8
Centaur,Giant Elk,38.8,61.2,38.8
Cultist,Giant Weasel,38.8,61.2,38.8
Death Dog,Swarm of Spiders,61.2,38.8,38.8
Drow,Priest,61.2,38.8,38.8
Frost Giant,Young Gold Dragon,38.8,61.2,38.8
Gelatinous Cube,Ogre,38.8,61.2,38.8
Giant Fire Beetle,Hyena,38.8,61.2,38.8
Giant Goat,Swarm of Wasps,38.8,61.2,38.8
Giant Hyena,Hell Hound,61.2,38.8,38.8
Goblin,Violet Fungus,61.2,38.8,38.8
Green Hag,Killer Whale,38.8,61.2,38.8
Magma Mephit,Pony,61.2,38.8,38.8
Mimic,Swarm of Quippers,61.2,38.8,38.8
Air Elemental,"Vampire, Vampire Form",38.7,61.3,38.7
Animated Armor,Will-o'-Wisp,38.7,61.3,38.7
Boar,Pony,38.7,61.3,38.7
Chuul,Otyugh,38.7,61.3,38.7
Copper Dragon Wyrmling,Worg,38.7,61.3,38.7
Deep Gnome (Svirfneblin),Draft Horse,38.7,61.3,38.7
Draft Horse,Ghoul,61.3,38.7,38.7
Drider,Giant Elk,61.3,38.7,38.7
Drider,Pegasus,38.7,61.3,38.7
Drider,"Wereboar, Hybrid Form",38.7,61.3,38.7
Gelatinous Cube,Succubus/Incubus,61.3,38.7,38.7
Giant Octopus,Saber-Toothed Tiger,38.7,61.3,38.7
Giant Rat,Steam Mephit,38.7,61.3,38.7
Giant Wasp,Scout,38.7,61.3,38.7
Ice Mephit,Wolf,38.7,61.3,38.7
Mastiff,Pseudodragon,38.7,61.3,38.7
Night Hag,Young Brass Dragon,38.7,61.3,38.7
Rust Monster,Spy,61.3,38.7,38.7
Swarm of Poisonous Snakes,Swarm of Quippers,38.7,61.3,38.7
Bandit,Violet Fungus,61.4,38.6,38.6
Basilisk,Doppelganger,61.4,38.6,38.6
Basilisk,Gelatinous Cube,38.6,61.4,38.6
Black Dragon Wyrmling,Bronze Dragon Wyrmling,38.6,61.4,38.6
Brass Dragon Wyrmling,Orc,61.4,38.6,38.6
Constrictor Snake,Noble,61.4,38.6,38.6
Ettercap,Warhorse Skeleton,61.4,38.6,38.6
Ghost,Giant Constrictor Snake,61.4,38.6,38.6
Giant Ape,Ice Devil,61.4,38.6,38.6
